date,county,cholera_cases
2016-05-07,Turkana,0
2016-05-08,Turkana,2
2016-05-09,Turkana,3
2016-05-10,Turkana,7
2016-05-11,Turkana,2
2016-05-12,Turkana,0
2016-05-13,Turkana,14
2016-05-14,Turkana,0
2016-05-15,Turkana,0
2016-05-16,Turkana,9
2016-05-17,Turkana,12
2016-05-18,Turkana,2
2016-05-19,Turkana,1
2016-05-20,Turkana,2
2016-05-21,Turkana,0
2016-05-22,Turkana,0
2016-05-23,Turkana,1
2016-05-24,Turkana,12
2016-05-25,Turkana,1
2016-05-26,Turkana,0
2016-05-27,Turkana,2
2016-05-28,Turkana,0
2016-05-29,Turkana,1
2016-05-30,Turkana,1
2016-05-31,Turkana,0
2016-06-01,Turkana,0
2016-06-02,Turkana,2
2016-06-03,Turkana,1
2016-06-04,Turkana,2
2016-06-05,Turkana,1
2016-06-06,Turkana,1
2016-06-07,Turkana,2
2016-06-08,Turkana,0
2016-06-09,Turkana,0
2016-06-10,Turkana,1
2016-06-11,Turkana,2
2016-06-12,Turkana,0
2016-06-13,Turkana,0
2016-06-14,Turkana,2
2016-06-15,Turkana,2
2016-06-16,Turkana,2
2016-06-17,Turkana,1
2016-06-18,Turkana,2
2016-06-19,Turkana,2
2016-06-20,Turkana,1
2016-06-21,Turkana,1
2016-06-22,Turkana,1
2016-06-23,Turkana,1
2016-06-24,Turkana,0
2016-06-25,Turkana,1
2016-06-26,Turkana,1
2016-06-27,Turkana,0
2016-06-28,Turkana,2
2016-06-29,Turkana,0
2016-06-30,Turkana,0
2016-07-01,Turkana,1
2016-07-02,Turkana,2
2016-07-03,Turkana,2
2016-07-04,Turkana,2
2016-07-05,Turkana,2
2016-07-06,Turkana,2
2016-07-07,Turkana,0
2016-07-08,Turkana,1
2016-07-09,Turkana,0
2016-07-10,Turkana,0
2016-07-11,Turkana,2
2016-07-12,Turkana,0
2016-07-13,Turkana,1
2016-07-14,Turkana,1
2016-07-15,Turkana,1
2016-07-16,Turkana,0
2016-07-17,Turkana,2
2016-07-18,Turkana,2
2016-07-19,Turkana,1
2016-07-20,Turkana,0
2016-07-21,Turkana,2
2016-07-22,Turkana,0
2016-07-23,Turkana,2
2016-07-24,Turkana,1
2016-07-25,Turkana,1
2016-07-26,Turkana,1
2016-07-27,Turkana,1
2016-07-28,Turkana,1
2016-07-29,Turkana,0
2016-07-30,Turkana,0
2016-07-31,Turkana,2
2016-08-01,Turkana,2
2016-08-02,Turkana,0
2016-08-03,Turkana,1
2016-08-04,Turkana,1
2016-08-05,Turkana,0
2016-08-06,Turkana,1
2016-08-07,Turkana,0
2016-08-08,Turkana,0
2016-08-09,Turkana,2
2016-08-10,Turkana,0
2016-08-11,Turkana,2
2016-08-12,Turkana,0
2016-08-13,Turkana,0
2016-08-14,Turkana,2
2016-08-15,Turkana,2
2016-08-16,Turkana,0
2016-08-17,Turkana,2
2016-08-18,Turkana,2
2016-08-19,Turkana,2
2016-08-20,Turkana,2
2016-08-21,Turkana,2
2016-08-22,Turkana,2
2016-08-23,Turkana,1
2016-08-24,Turkana,0
2016-08-25,Turkana,0
2016-08-26,Turkana,0
2016-08-27,Turkana,2
2016-08-28,Turkana,0
2016-08-29,Turkana,0
2016-08-30,Turkana,0
2016-08-31,Turkana,1
2016-09-01,Turkana,1
2016-09-02,Turkana,1
2016-09-03,Turkana,0
2016-09-04,Turkana,1
2016-09-05,Turkana,0
2016-09-06,Turkana,0
2016-09-07,Turkana,1
2016-09-08,Turkana,0
2016-09-09,Turkana,0
2016-09-10,Turkana,2
2016-09-11,Turkana,0
2016-09-12,Turkana,0
2016-09-13,Turkana,2
2016-09-14,Turkana,0
2016-09-15,Turkana,2
2016-09-16,Turkana,2
2016-09-17,Turkana,0
2016-09-18,Turkana,1
2016-09-19,Turkana,1
2016-09-20,Turkana,0
2016-09-21,Turkana,0
2016-09-22,Turkana,0
2016-09-23,Turkana,1
2016-09-24,Turkana,1
2016-09-25,Turkana,1
2016-09-26,Turkana,0
2016-09-27,Turkana,2
2016-09-28,Turkana,1
2016-09-29,Turkana,1
2016-09-30,Turkana,1
2016-10-01,Turkana,2
2015-01-01,West Pokot,1
2015-01-02,West Pokot,0
2015-01-03,West Pokot,0
2015-01-04,West Pokot,1
2015-01-05,West Pokot,1
2015-01-06,West Pokot,1
2015-01-07,West Pokot,0
2015-01-08,West Pokot,0
2015-01-09,West Pokot,2
2015-01-10,West Pokot,2
2015-01-11,West Pokot,0
2015-01-12,West Pokot,1
2015-01-13,West Pokot,1
2015-01-14,West Pokot,0
2015-01-15,West Pokot,0
2015-01-16,West Pokot,1
2015-01-17,West Pokot,0
2015-01-18,West Pokot,1
2015-01-19,West Pokot,1
2015-01-20,West Pokot,2
2015-01-21,West Pokot,1
2015-01-22,West Pokot,1
2015-01-23,West Pokot,0
2015-01-24,West Pokot,2
2015-01-25,West Pokot,2
2015-01-26,West Pokot,1
2015-01-27,West Pokot,1
2015-01-28,West Pokot,1
2015-01-29,West Pokot,1
2015-01-30,West Pokot,2
2015-01-31,West Pokot,1
2015-02-01,West Pokot,2
2015-02-02,West Pokot,0
2015-02-03,West Pokot,2
2015-02-04,West Pokot,0
2015-02-05,West Pokot,2
2015-02-06,West Pokot,0
2015-02-07,West Pokot,0
2015-02-08,West Pokot,0
2015-02-09,West Pokot,0
2015-02-10,West Pokot,0
2015-02-11,West Pokot,2
2015-02-12,West Pokot,1
2015-02-13,West Pokot,0
2015-02-14,West Pokot,2
2015-02-15,West Pokot,0
2015-02-16,West Pokot,1
2015-02-17,West Pokot,1
2015-02-18,West Pokot,0
2015-02-19,West Pokot,1
2015-02-20,West Pokot,0
2015-02-21,West Pokot,0
2015-02-22,West Pokot,2
2015-02-23,West Pokot,0
2015-02-24,West Pokot,1
2015-02-25,West Pokot,2
2015-02-26,West Pokot,1
2015-02-27,West Pokot,1
2015-02-28,West Pokot,2
2015-03-01,West Pokot,0
2015-03-02,West Pokot,1
2015-03-03,West Pokot,14
2015-03-04,West Pokot,19
2015-03-05,West Pokot,14
2015-03-06,West Pokot,1
2015-03-07,West Pokot,2
2015-03-08,West Pokot,15
2015-03-09,West Pokot,2
2015-03-10,West Pokot,0
2015-03-11,West Pokot,9
2015-03-12,West Pokot,20
2015-03-13,West Pokot,1
2015-03-14,West Pokot,0
2015-03-15,West Pokot,8
2015-03-16,West Pokot,15
2015-03-17,West Pokot,0
2015-03-18,West Pokot,17
2015-03-19,West Pokot,16
2015-03-20,West Pokot,0
2015-03-21,West Pokot,0
2015-03-22,West Pokot,15
2015-03-23,West Pokot,1
2015-03-24,West Pokot,1
2015-03-25,West Pokot,1
2015-03-26,West Pokot,13
2015-03-27,West Pokot,1
2015-03-28,West Pokot,18
2015-03-29,West Pokot,8
2015-03-30,West Pokot,7
2015-03-31,West Pokot,1
2015-04-01,West Pokot,2
2015-04-02,West Pokot,2
2015-04-03,West Pokot,2
2015-04-04,West Pokot,13
2015-04-05,West Pokot,15
2015-04-06,West Pokot,14
2015-04-07,West Pokot,15
2015-04-08,West Pokot,1
2015-04-09,West Pokot,2
2015-04-10,West Pokot,17
2015-04-11,West Pokot,12
2015-04-12,West Pokot,14
2015-04-13,West Pokot,16
2015-04-14,West Pokot,13
2015-04-15,West Pokot,2
2015-04-16,West Pokot,13
2015-04-17,West Pokot,18
2015-04-18,West Pokot,12
2015-04-19,West Pokot,1
2015-04-20,West Pokot,2
2015-04-21,West Pokot,1
2015-04-22,West Pokot,2
2015-04-23,West Pokot,0
2015-04-24,West Pokot,2
2015-04-25,West Pokot,1
2015-04-26,West Pokot,1
2015-04-27,West Pokot,15
2015-04-28,West Pokot,1
2015-04-29,West Pokot,12
2015-04-30,West Pokot,20
2015-05-01,West Pokot,1
2015-05-02,West Pokot,6
2015-05-03,West Pokot,5
2015-05-04,West Pokot,18
2015-05-05,West Pokot,15
2015-05-06,West Pokot,11
2015-05-07,West Pokot,11
2015-05-08,West Pokot,2
2015-05-09,West Pokot,13
2015-05-10,West Pokot,13
2015-05-11,West Pokot,18
2015-05-12,West Pokot,1
2015-05-13,West Pokot,1
2015-05-14,West Pokot,2
2015-05-15,West Pokot,2
2015-05-16,West Pokot,9
2015-05-17,West Pokot,15
2015-05-18,West Pokot,1
2015-05-19,West Pokot,9
2015-05-20,West Pokot,1
2015-05-21,West Pokot,12
2015-05-22,West Pokot,1
2015-05-23,West Pokot,19
2015-05-24,West Pokot,1
2015-05-25,West Pokot,16
2015-05-26,West Pokot,4
2015-05-27,West Pokot,16
2015-05-28,West Pokot,2
2015-05-29,West Pokot,19
2015-05-30,West Pokot,13
2015-05-31,West Pokot,27
2015-06-01,West Pokot,2
2015-06-02,West Pokot,1
2015-06-03,West Pokot,0
2015-06-04,West Pokot,1
2015-06-05,West Pokot,1
2015-06-06,West Pokot,0
2015-06-07,West Pokot,2
2015-06-08,West Pokot,0
2015-06-09,West Pokot,2
2015-06-10,West Pokot,1
2015-06-11,West Pokot,0
2015-06-12,West Pokot,2
2015-06-13,West Pokot,2
2015-06-14,West Pokot,0
2015-06-15,West Pokot,2
2015-06-16,West Pokot,0
2015-06-17,West Pokot,1
2015-06-18,West Pokot,0
2015-06-19,West Pokot,2
2015-06-20,West Pokot,1
2015-06-21,West Pokot,2
2015-06-22,West Pokot,0
2015-06-23,West Pokot,0
2015-06-24,West Pokot,0
2015-06-25,West Pokot,0
2015-06-26,West Pokot,1
2015-06-27,West Pokot,1
2015-06-28,West Pokot,2
2015-06-29,West Pokot,2
2015-06-30,West Pokot,2
2015-07-01,West Pokot,2
2015-07-02,West Pokot,1
2015-07-03,West Pokot,1
2015-07-04,West Pokot,0
2015-07-05,West Pokot,0
2015-07-06,West Pokot,0
2015-07-07,West Pokot,1
2015-07-08,West Pokot,2
2015-07-09,West Pokot,1
2015-07-10,West Pokot,0
2015-07-11,West Pokot,2
2015-07-12,West Pokot,2
2015-07-13,West Pokot,2
2015-07-14,West Pokot,1
2015-07-15,West Pokot,2
2015-07-16,West Pokot,0
2015-07-17,West Pokot,1
2015-07-18,West Pokot,0
2015-07-19,West Pokot,1
2015-07-20,West Pokot,2
2015-07-21,West Pokot,0
2015-07-22,West Pokot,0
2015-07-23,West Pokot,2
2015-07-24,West Pokot,0
2015-07-25,West Pokot,2
2015-07-26,West Pokot,2
2015-07-27,West Pokot,1
2015-07-28,West Pokot,1
2015-07-29,West Pokot,0
2015-07-30,West Pokot,2
2015-07-31,West Pokot,2
2015-08-01,West Pokot,2
2015-08-02,West Pokot,0
2015-08-03,West Pokot,2
2015-08-04,West Pokot,0
2015-08-05,West Pokot,1
2015-08-06,West Pokot,0
2015-08-07,West Pokot,0
2015-08-08,West Pokot,2
2015-08-09,West Pokot,2
2015-08-10,West Pokot,1
2015-08-11,West Pokot,1
2015-08-12,West Pokot,2
2015-08-13,West Pokot,0
2015-08-14,West Pokot,0
2015-08-15,West Pokot,1
2015-08-16,West Pokot,0
2015-08-17,West Pokot,1
2015-08-18,West Pokot,2
2015-08-19,West Pokot,1
2015-08-20,West Pokot,0
2015-08-21,West Pokot,2
2015-08-22,West Pokot,2
2015-08-23,West Pokot,1
2015-08-24,West Pokot,1
2015-08-25,West Pokot,0
2015-08-26,West Pokot,0
2015-08-27,West Pokot,2
2015-08-28,West Pokot,1
2015-08-29,West Pokot,2
2015-08-30,West Pokot,0
2015-08-31,West Pokot,1
2015-09-01,West Pokot,0
2015-09-02,West Pokot,1
2015-09-03,West Pokot,0
2015-09-04,West Pokot,1
2015-09-05,West Pokot,1
2015-09-06,West Pokot,1
2015-09-07,West Pokot,2
2015-09-08,West Pokot,0
2015-09-09,West Pokot,1
2015-09-10,West Pokot,0
2015-09-11,West Pokot,2
2015-09-12,West Pokot,1
2015-09-13,West Pokot,2
2015-09-14,West Pokot,1
2015-09-15,West Pokot,0
2015-09-16,West Pokot,1
2015-09-17,West Pokot,2
2015-09-18,West Pokot,0
2015-09-19,West Pokot,1
2015-09-20,West Pokot,1
2015-09-21,West Pokot,1
2015-09-22,West Pokot,1
2015-09-23,West Pokot,0
2015-09-24,West Pokot,0
2015-09-25,West Pokot,1
2015-09-26,West Pokot,0
2015-09-27,West Pokot,2
2015-09-28,West Pokot,1
2015-09-29,West Pokot,1
2015-09-30,West Pokot,1
2015-10-01,West Pokot,0
2015-10-02,West Pokot,0
2015-10-03,West Pokot,1
2015-10-04,West Pokot,1
2015-10-05,West Pokot,2
2015-10-06,West Pokot,1
2015-10-07,West Pokot,0
2015-10-08,West Pokot,2
2015-10-09,West Pokot,2
2015-10-10,West Pokot,2
2015-10-11,West Pokot,1
2015-10-12,West Pokot,2
2015-10-13,West Pokot,2
2015-10-14,West Pokot,1
2015-10-15,West Pokot,0
2015-10-16,West Pokot,0
2015-10-17,West Pokot,2
2015-10-18,West Pokot,1
2015-10-19,West Pokot,2
2015-10-20,West Pokot,0
2015-10-21,West Pokot,2
2015-10-22,West Pokot,1
2015-10-23,West Pokot,1
2015-10-24,West Pokot,0
2015-10-25,West Pokot,2
2015-10-26,West Pokot,0
2015-10-27,West Pokot,2
2015-10-28,West Pokot,1
2015-10-29,West Pokot,1
2015-10-30,West Pokot,1
2015-10-31,West Pokot,2
2015-11-01,West Pokot,0
2015-11-02,West Pokot,0
2015-11-03,West Pokot,2
2015-11-04,West Pokot,0
2015-11-05,West Pokot,2
2015-11-06,West Pokot,0
2015-11-07,West Pokot,1
2015-11-08,West Pokot,0
2015-11-09,West Pokot,1
2015-11-10,West Pokot,2
2015-11-11,West Pokot,0
2015-11-12,West Pokot,0
2015-11-13,West Pokot,2
2015-11-14,West Pokot,2
2015-11-15,West Pokot,1
2015-11-16,West Pokot,1
2015-11-17,West Pokot,13
2015-11-18,West Pokot,1
2015-11-19,West Pokot,0
2015-11-20,West Pokot,0
2015-11-21,West Pokot,1
2015-11-22,West Pokot,1
2015-11-23,West Pokot,0
2015-11-24,West Pokot,2
2015-11-25,West Pokot,0
2015-11-26,West Pokot,1
2015-11-27,West Pokot,2
2015-11-28,West Pokot,0
2015-11-29,West Pokot,2
2015-11-30,West Pokot,10
2015-12-01,West Pokot,2
2015-12-02,West Pokot,2
2015-12-03,West Pokot,1
2015-12-04,West Pokot,0
2015-12-05,West Pokot,1
2015-12-06,West Pokot,1
2015-12-07,West Pokot,2
2015-12-08,West Pokot,2
2015-12-09,West Pokot,2
2015-12-10,West Pokot,2
2015-12-11,West Pokot,1
2015-12-12,West Pokot,1
2015-12-13,West Pokot,0
2015-12-14,West Pokot,0
2015-12-15,West Pokot,0
2015-12-16,West Pokot,0
2015-12-17,West Pokot,0
2015-12-18,West Pokot,0
2015-12-19,West Pokot,0
2015-12-20,West Pokot,1
2015-12-21,West Pokot,1
2015-12-22,West Pokot,1
2015-12-23,West Pokot,2
2015-12-24,West Pokot,0
2015-12-25,West Pokot,1
2015-12-26,West Pokot,1
2015-12-27,West Pokot,2
2015-12-28,West Pokot,1
2015-12-29,West Pokot,1
2015-12-30,West Pokot,0
2015-12-31,West Pokot,2
2016-01-01,West Pokot,0
2016-01-02,West Pokot,0
2016-01-03,West Pokot,0
2016-01-04,West Pokot,1
2016-01-05,West Pokot,0
2016-01-06,West Pokot,2
2016-01-07,West Pokot,2
2016-01-08,West Pokot,2
2016-01-09,West Pokot,0
2016-01-10,West Pokot,0
2016-01-11,West Pokot,1
2016-01-12,West Pokot,2
2016-01-13,West Pokot,2
2016-01-14,West Pokot,2
2016-01-15,West Pokot,1
2016-01-16,West Pokot,1
2016-01-17,West Pokot,2
2016-01-18,West Pokot,2
2016-01-19,West Pokot,0
2016-01-20,West Pokot,2
2016-01-21,West Pokot,0
2016-01-22,West Pokot,0
2016-01-23,West Pokot,0
2016-01-24,West Pokot,1
2016-01-25,West Pokot,2
2016-01-26,West Pokot,0
2016-01-27,West Pokot,0
2016-01-28,West Pokot,0
2016-01-29,West Pokot,2
2016-01-30,West Pokot,0
2016-01-31,West Pokot,2
2016-02-01,West Pokot,2
2016-02-02,West Pokot,1
2016-02-03,West Pokot,2
2016-02-04,West Pokot,1
2016-02-05,West Pokot,0
2016-02-06,West Pokot,2
2016-02-07,West Pokot,0
2016-02-08,West Pokot,0
2016-02-09,West Pokot,0
2016-02-10,West Pokot,1
2016-02-11,West Pokot,1
2016-02-12,West Pokot,1
2016-02-13,West Pokot,0
2016-02-14,West Pokot,2
2016-02-15,West Pokot,1
2016-02-16,West Pokot,0
2016-02-17,West Pokot,2
2016-02-18,West Pokot,1
2016-02-19,West Pokot,2
2016-02-20,West Pokot,0
2016-02-21,West Pokot,0
2016-02-22,West Pokot,2
2016-02-23,West Pokot,1
2016-02-24,West Pokot,2
2016-02-25,West Pokot,0
2016-02-26,West Pokot,2
2016-02-27,West Pokot,0
2016-02-28,West Pokot,2
2016-02-29,West Pokot,1
2016-03-01,West Pokot,0
2016-03-02,West Pokot,12
2016-03-03,West Pokot,0
2016-03-04,West Pokot,23
2016-03-05,West Pokot,2
2016-03-06,West Pokot,12
2016-03-07,West Pokot,22
2016-03-08,West Pokot,0
2016-03-09,West Pokot,0
2016-03-10,West Pokot,9
2016-03-11,West Pokot,0
2016-03-12,West Pokot,1
2016-03-13,West Pokot,18
2016-03-14,West Pokot,17
2016-03-15,West Pokot,1
2016-03-16,West Pokot,6
2016-03-17,West Pokot,0
2016-03-18,West Pokot,0
2016-03-19,West Pokot,1
2016-03-20,West Pokot,0
2016-03-21,West Pokot,1
2016-03-22,West Pokot,25
2016-03-23,West Pokot,1
2016-03-24,West Pokot,1
2016-03-25,West Pokot,23
2016-03-26,West Pokot,11
2016-03-27,West Pokot,6
2016-03-28,West Pokot,12
2016-03-29,West Pokot,4
2016-03-30,West Pokot,23
2016-03-31,West Pokot,11
2016-04-01,West Pokot,2
2016-04-02,West Pokot,6
2016-04-03,West Pokot,2
2016-04-04,West Pokot,1
2016-04-05,West Pokot,14
2016-04-06,West Pokot,15
2016-04-07,West Pokot,13
2016-04-08,West Pokot,14
2016-04-09,West Pokot,16
2016-04-10,West Pokot,13
2016-04-11,West Pokot,2
2016-04-12,West Pokot,13
2016-04-13,West Pokot,1
2016-04-14,West Pokot,0
2016-04-15,West Pokot,12
2016-04-16,West Pokot,16
2016-04-17,West Pokot,1
2016-04-18,West Pokot,0
2016-04-19,West Pokot,1
2016-04-20,West Pokot,2
2016-04-21,West Pokot,1
2016-04-22,West Pokot,0
2016-04-23,West Pokot,2
2016-04-24,West Pokot,10
2016-04-25,West Pokot,0
2016-04-26,West Pokot,1
2016-04-27,West Pokot,0
2016-04-28,West Pokot,2
2016-04-29,West Pokot,21
2016-04-30,West Pokot,0
2016-05-01,West Pokot,26
2016-05-02,West Pokot,10
2016-05-03,West Pokot,6
2016-05-04,West Pokot,16
2016-05-05,West Pokot,12
2016-05-06,West Pokot,17
2016-05-07,West Pokot,2
2016-05-08,West Pokot,12
2016-05-09,West Pokot,2
2016-05-10,West Pokot,1
2016-05-11,West Pokot,0
2016-05-12,West Pokot,12
2016-05-13,West Pokot,3
2016-05-14,West Pokot,1
2016-05-15,West Pokot,1
2016-05-16,West Pokot,1
2016-05-17,West Pokot,0
2016-05-18,West Pokot,0
2016-05-19,West Pokot,1
2016-05-20,West Pokot,1
2016-05-21,West Pokot,1
2016-05-22,West Pokot,2
2016-05-23,West Pokot,0
2016-05-24,West Pokot,18
2016-05-25,West Pokot,8
2016-05-26,West Pokot,12
2016-05-27,West Pokot,2
2016-05-28,West Pokot,2
2016-05-29,West Pokot,14
2016-05-30,West Pokot,2
2016-05-31,West Pokot,0
2016-06-01,West Pokot,1
2016-06-02,West Pokot,1
2016-06-03,West Pokot,2
2016-06-04,West Pokot,2
2016-06-05,West Pokot,2
2016-06-06,West Pokot,1
2016-06-07,West Pokot,1
2016-06-08,West Pokot,0
2016-06-09,West Pokot,0
2016-06-10,West Pokot,0
2016-06-11,West Pokot,2
2016-06-12,West Pokot,1
2016-06-13,West Pokot,1
2016-06-14,West Pokot,2
2016-06-15,West Pokot,2
2016-06-16,West Pokot,2
2016-06-17,West Pokot,0
2016-06-18,West Pokot,0
2016-06-19,West Pokot,2
2016-06-20,West Pokot,0
2016-06-21,West Pokot,0
2016-06-22,West Pokot,1
2016-06-23,West Pokot,1
2016-06-24,West Pokot,2
2016-06-25,West Pokot,1
2016-06-26,West Pokot,2
2016-06-27,West Pokot,2
2016-06-28,West Pokot,1
2016-06-29,West Pokot,2
2016-06-30,West Pokot,0
2016-07-01,West Pokot,0
2016-07-02,West Pokot,0
2016-07-03,West Pokot,1
2016-07-04,West Pokot,1
2016-07-05,West Pokot,1
2016-07-06,West Pokot,0
2016-07-07,West Pokot,0
2016-07-08,West Pokot,1
2016-07-09,West Pokot,2
2016-07-10,West Pokot,1
2016-07-11,West Pokot,0
2016-07-12,West Pokot,1
2016-07-13,West Pokot,0
2016-07-14,West Pokot,1
2016-07-15,West Pokot,2
2016-07-16,West Pokot,2
2016-07-17,West Pokot,1
2016-07-18,West Pokot,2
2016-07-19,West Pokot,1
2016-07-20,West Pokot,0
2016-07-21,West Pokot,1
2016-07-22,West Pokot,1
2016-07-23,West Pokot,0
2016-07-24,West Pokot,2
2016-07-25,West Pokot,2
2016-07-26,West Pokot,0
2016-07-27,West Pokot,1
2016-07-28,West Pokot,0
2016-07-29,West Pokot,0
2016-07-30,West Pokot,0
2016-07-31,West Pokot,0
2016-08-01,West Pokot,1
2016-08-02,West Pokot,1
2016-08-03,West Pokot,1
2016-08-04,West Pokot,2
2016-08-05,West Pokot,2
2016-08-06,West Pokot,2
2016-08-07,West Pokot,2
2016-08-08,West Pokot,0
2016-08-09,West Pokot,2
2016-08-10,West Pokot,1
2016-08-11,West Pokot,1
2016-08-12,West Pokot,2
2016-08-13,West Pokot,1
2016-08-14,West Pokot,1
2016-08-15,West Pokot,2
2016-08-16,West Pokot,1
2016-08-17,West Pokot,2
2016-08-18,West Pokot,1
2016-08-19,West Pokot,0
2016-08-20,West Pokot,0
2016-08-21,West Pokot,2
2016-08-22,West Pokot,1
2016-08-23,West Pokot,1
2016-08-24,West Pokot,1
2016-08-25,West Pokot,0
2016-08-26,West Pokot,0
2016-08-27,West Pokot,0
2016-08-28,West Pokot,1
2016-08-29,West Pokot,2
2016-08-30,West Pokot,2
2016-08-31,West Pokot,2
2016-09-01,West Pokot,0
2016-09-02,West Pokot,0
2016-09-03,West Pokot,2
2016-09-04,West Pokot,0
2016-09-05,West Pokot,1
2016-09-06,West Pokot,1
2016-09-07,West Pokot,2
2016-09-08,West Pokot,2
2016-09-09,West Pokot,1
2016-09-10,West Pokot,0
2016-09-11,West Pokot,1
2016-09-12,West Pokot,0
2016-09-13,West Pokot,0
2016-09-14,West Pokot,2
2016-09-15,West Pokot,2
2016-09-16,West Pokot,2
2016-09-17,West Pokot,2
2016-09-18,West Pokot,1
2016-09-19,West Pokot,0
2016-09-20,West Pokot,0
2016-09-21,West Pokot,1
2016-09-22,West Pokot,2
2016-09-23,West Pokot,0
2016-09-24,West Pokot,0
2016-09-25,West Pokot,1
2016-09-26,West Pokot,0
2016-09-27,West Pokot,0
2016-09-28,West Pokot,1
2016-09-29,West Pokot,2
2016-09-30,West Pokot,1
2016-10-01,West Pokot,1
2015-01-01,Samburu,2
2015-01-02,Samburu,0
2015-01-03,Samburu,1
2015-01-04,Samburu,1
2015-01-05,Samburu,0
2015-01-06,Samburu,1
2015-01-07,Samburu,1
2015-01-08,Samburu,0
2015-01-09,Samburu,1
2015-01-10,Samburu,2
2015-01-11,Samburu,2
2015-01-12,Samburu,1
2015-01-13,Samburu,2
2015-01-14,Samburu,1
2015-01-15,Samburu,1
2015-01-16,Samburu,0
2015-01-17,Samburu,0
2015-01-18,Samburu,1
2015-01-19,Samburu,0
2015-01-20,Samburu,1
2015-01-21,Samburu,0
2015-01-22,Samburu,1
2015-01-23,Samburu,0
2015-01-24,Samburu,1
2015-01-25,Samburu,0
2015-01-26,Samburu,0
2015-01-27,Samburu,2
2015-01-28,Samburu,1
2015-01-29,Samburu,1
2015-01-30,Samburu,0
2015-01-31,Samburu,2
2015-02-01,Samburu,0
2015-02-02,Samburu,2
2015-02-03,Samburu,1
2015-02-04,Samburu,2
2015-02-05,Samburu,0
2015-02-06,Samburu,0
2015-02-07,Samburu,0
2015-02-08,Samburu,1
2015-02-09,Samburu,0
2015-02-10,Samburu,0
2015-02-11,Samburu,1
2015-02-12,Samburu,1
2015-02-13,Samburu,2
2015-02-14,Samburu,0
2015-02-15,Samburu,1
2015-02-16,Samburu,1
2015-02-17,Samburu,0
2015-02-18,Samburu,1
2015-02-19,Samburu,0
2015-02-20,Samburu,0
2015-02-21,Samburu,1
2015-02-22,Samburu,1
2015-02-23,Samburu,0
2015-02-24,Samburu,2
2015-02-25,Samburu,1
2015-02-26,Samburu,0
2015-02-27,Samburu,1
2015-02-28,Samburu,2
2015-03-01,Samburu,21
2015-03-02,Samburu,16
2015-03-03,Samburu,0
2015-03-04,Samburu,0
2015-03-05,Samburu,10
2015-03-06,Samburu,1
2015-03-07,Samburu,0
2015-03-08,Samburu,13
2015-03-09,Samburu,19
2015-03-10,Samburu,9
2015-03-11,Samburu,0
2015-03-12,Samburu,23
2015-03-13,Samburu,2
2015-03-14,Samburu,1
2015-03-15,Samburu,6
2015-03-16,Samburu,9
2015-03-17,Samburu,1
2015-03-18,Samburu,1
2015-03-19,Samburu,2
2015-03-20,Samburu,2
2015-03-21,Samburu,12
2015-03-22,Samburu,26
2015-03-23,Samburu,8
2015-03-24,Samburu,0
2015-03-25,Samburu,19
2015-03-26,Samburu,1
2015-03-27,Samburu,14
2015-03-28,Samburu,11
2015-03-29,Samburu,15
2015-03-30,Samburu,0
2015-03-31,Samburu,11
2015-04-01,Samburu,11
2015-04-02,Samburu,2
2015-04-03,Samburu,0
2015-04-04,Samburu,1
2015-04-05,Samburu,14
2015-04-06,Samburu,18
2015-04-07,Samburu,3
2015-04-08,Samburu,1
2015-04-09,Samburu,13
2015-04-10,Samburu,1
2015-04-11,Samburu,2
2015-04-12,Samburu,0
2015-04-13,Samburu,2
2015-04-14,Samburu,3
2015-04-15,Samburu,0
2015-04-16,Samburu,16
2015-04-17,Samburu,2
2015-04-18,Samburu,0
2015-04-19,Samburu,13
2015-04-20,Samburu,0
2015-04-21,Samburu,1
2015-04-22,Samburu,0
2015-04-23,Samburu,7
2015-04-24,Samburu,0
2015-04-25,Samburu,9
2015-04-26,Samburu,13
2015-04-27,Samburu,1
2015-04-28,Samburu,5
2015-04-29,Samburu,1
2015-04-30,Samburu,15
2015-05-01,Samburu,13
2015-05-02,Samburu,24
2015-05-03,Samburu,10
2015-05-04,Samburu,2
2015-05-05,Samburu,2
2015-05-06,Samburu,11
2015-05-07,Samburu,15
2015-05-08,Samburu,13
2015-05-09,Samburu,13
2015-05-10,Samburu,8
2015-05-11,Samburu,0
2015-05-12,Samburu,12
2015-05-13,Samburu,21
2015-05-14,Samburu,17
2015-05-15,Samburu,17
2015-05-16,Samburu,0
2015-05-17,Samburu,17
2015-05-18,Samburu,2
2015-05-19,Samburu,1
2015-05-20,Samburu,1
2015-05-21,Samburu,8
2015-05-22,Samburu,2
2015-05-23,Samburu,9
2015-05-24,Samburu,19
2015-05-25,Samburu,22
2015-05-26,Samburu,8
2015-05-27,Samburu,13
2015-05-28,Samburu,1
2015-05-29,Samburu,1
2015-05-30,Samburu,1
2015-05-31,Samburu,1
2015-06-01,Samburu,0
2015-06-02,Samburu,1
2015-06-03,Samburu,0
2015-06-04,Samburu,1
2015-06-05,Samburu,2
2015-06-06,Samburu,1
2015-06-07,Samburu,0
2015-06-08,Samburu,1
2015-06-09,Samburu,1
2015-06-10,Samburu,2
2015-06-11,Samburu,1
2015-06-12,Samburu,0
2015-06-13,Samburu,0
2015-06-14,Samburu,1
