date,county,rainfall_mm,avg_temp_c
2015-06-02,Samburu,5.34,26.09
2015-06-03,Samburu,3.29,21.52
2015-06-04,Samburu,2.63,24.06
2015-06-05,Samburu,4.1,20.2
2015-06-06,Samburu,6.09,22.19
2015-06-07,Samburu,6.28,22.13
2015-06-08,Samburu,4.5,21.58
2015-06-09,Samburu,6.5,27.24
2015-06-10,Samburu,7.8,26.72
2015-06-11,Samburu,9.2,26.73
2015-06-12,Samburu,5.03,24.54
2015-06-13,Samburu,5.85,25.5
2015-06-14,Samburu,4.53,23.22
2015-06-15,Samburu,3.79,26.28
2015-06-16,Samburu,6.8,17.98
2015-06-17,Samburu,5.25,23.08
2015-06-18,Samburu,5.02,25.84
2015-06-19,Samburu,5.51,26.88
2015-06-20,Samburu,3.7,18.2
2015-06-21,Samburu,6.76,21.66
2015-06-22,Samburu,3.6,23.45
2015-06-23,Samburu,5.13,27.56
2015-06-24,Samburu,9.52,25.27
2015-06-25,Samburu,4.89,24.42
2015-06-26,Samburu,4.86,26.21
2015-06-27,Samburu,4.39,25.38
2015-06-28,Samburu,1.37,20.03
2015-06-29,Samburu,4.64,24.64
2015-06-30,Samburu,4.45,22.5
2015-07-01,Samburu,1.1,23.97
2015-07-02,Samburu,6.56,26.15
2015-07-03,Samburu,5.81,19.1
2015-07-04,Samburu,4.83,22.49
2015-07-05,Samburu,5.86,20.74
2015-07-06,Samburu,5.72,24.84
2015-07-07,Samburu,4.15,26.76
2015-07-08,Samburu,8.81,22.69
2015-07-09,Samburu,3.44,25.21
2015-07-10,Samburu,0.87,23.74
2015-07-11,Samburu,1.51,25.33
2015-07-12,Samburu,5.54,23.68
2015-07-13,Samburu,4.58,28.22
2015-07-14,Samburu,6.98,24.42
2015-07-15,Samburu,7.02,22.81
2015-07-16,Samburu,4.94,30.86
2015-07-17,Samburu,3.65,23.01
2015-07-18,Samburu,5.15,25.79
2015-07-19,Samburu,6.5,28.14
2015-07-20,Samburu,7.12,23.43
2015-07-21,Samburu,2.65,32.22
2015-07-22,Samburu,8.4,22.99
2015-07-23,Samburu,3.99,25.84
2015-07-24,Samburu,4.02,21.24
2015-07-25,Samburu,7.46,22.49
2015-07-26,Samburu,2.67,25.59
2015-07-27,Samburu,4.44,22.89
2015-07-28,Samburu,5.58,16.88
2015-07-29,Samburu,4.43,23.07
2015-07-30,Samburu,5.67,27.68
2015-07-31,Samburu,4.85,23.41
2015-08-01,Samburu,1.66,14.82
2015-08-02,Samburu,4.49,27.17
2015-08-03,Samburu,3.29,27.07
2015-08-04,Samburu,2.71,21.09
2015-08-05,Samburu,3.85,24.97
2015-08-06,Samburu,4.59,19.58
2015-08-07,Samburu,7.67,23.53
2015-08-08,Samburu,6.35,23.35
2015-08-09,Samburu,5.81,21.04
2015-08-10,Samburu,8.37,28.69
2015-08-11,Samburu,0.29,23.98
2015-08-12,Samburu,3.29,22.52
2015-08-13,Samburu,6.35,23.23
2015-08-14,Samburu,5.05,28.68
2015-08-15,Samburu,7.76,25.05
2015-08-16,Samburu,7.1,26.06
2015-08-17,Samburu,0.0,24.34
2015-08-18,Samburu,4.33,22.47
2015-08-19,Samburu,2.52,22.74
2015-08-20,Samburu,4.79,26.69
2015-08-21,Samburu,3.82,26.16
2015-08-22,Samburu,2.96,26.18
2015-08-23,Samburu,6.64,22.56
2015-08-24,Samburu,1.85,22.87
2015-08-25,Samburu,7.2,22.58
2015-08-26,Samburu,4.93,22.48
2015-08-27,Samburu,6.0,27.52
2015-08-28,Samburu,3.71,23.65
2015-08-29,Samburu,2.4,19.72
2015-08-30,Samburu,5.72,25.28
2015-08-31,Samburu,5.6,22.91
2015-09-01,Samburu,8.73,23.76
2015-09-02,Samburu,6.85,22.31
2015-09-03,Samburu,2.94,24.86
2015-09-04,Samburu,3.09,22.29
2015-09-05,Samburu,6.08,30.26
2015-09-06,Samburu,5.88,22.32
2015-09-07,Samburu,3.6,25.54
2015-09-08,Samburu,6.61,21.84
2015-09-09,Samburu,5.71,27.63
2015-09-10,Samburu,1.22,21.99
2015-09-11,Samburu,5.95,23.18
2015-09-12,Samburu,9.56,21.12
2015-09-13,Samburu,5.11,27.27
2015-09-14,Samburu,5.37,18.88
2015-09-15,Samburu,4.77,18.37
2015-09-16,Samburu,8.48,25.94
2015-09-17,Samburu,4.0,24.8
2015-09-18,Samburu,6.46,23.89
2015-09-19,Samburu,3.88,24.68
2015-09-20,Samburu,6.12,21.49
2015-09-21,Samburu,4.53,23.65
2015-09-22,Samburu,6.36,28.38
2015-09-23,Samburu,4.09,27.63
2015-09-24,Samburu,2.71,20.26
2015-09-25,Samburu,4.8,21.97
2015-09-26,Samburu,2.98,26.52
2015-09-27,Samburu,5.67,25.43
2015-09-28,Samburu,5.12,26.56
2015-09-29,Samburu,5.32,22.27
2015-09-30,Samburu,7.64,25.08
2015-10-01,Samburu,5.18,29.16
2015-10-02,Samburu,6.92,21.88
2015-10-03,Samburu,15.23,24.71
2015-10-04,Samburu,9.67,21.29
2015-10-05,Samburu,6.4,19.15
2015-10-06,Samburu,10.63,24.11
2015-10-07,Samburu,11.89,26.4
2015-10-08,Samburu,10.52,20.07
2015-10-09,Samburu,8.93,22.5
2015-10-10,Samburu,8.9,20.2
2015-10-11,Samburu,4.08,22.32
2015-10-12,Samburu,13.66,24.94
2015-10-13,Samburu,12.98,25.59
2015-10-14,Samburu,14.13,20.18
2015-10-15,Samburu,13.3,24.22
2015-10-16,Samburu,16.6,26.59
2015-10-17,Samburu,6.57,24.68
2015-10-18,Samburu,8.84,21.62
2015-10-19,Samburu,12.15,28.24
2015-10-20,Samburu,6.52,19.91
2015-10-21,Samburu,12.96,24.23
2015-10-22,Samburu,7.15,17.1
2015-10-23,Samburu,9.92,25.24
2015-10-24,Samburu,7.42,30.11
2015-10-25,Samburu,11.69,22.92
2015-10-26,Samburu,9.95,23.45
2015-10-27,Samburu,5.5,26.41
2015-10-28,Samburu,2.37,21.63
2015-10-29,Samburu,10.5,22.64
2015-10-30,Samburu,12.37,23.39
2015-10-31,Samburu,14.81,22.64
2015-11-01,Samburu,12.94,23.9
2015-11-02,Samburu,1.76,23.15
2015-11-03,Samburu,8.62,26.97
2015-11-04,Samburu,13.11,28.09
2015-11-05,Samburu,11.45,23.08
2015-11-06,Samburu,7.82,21.97
2015-11-07,Samburu,13.8,27.7
2015-11-08,Samburu,6.29,24.11
2015-11-09,Samburu,10.97,23.07
2015-11-10,Samburu,6.99,25.06
2015-11-11,Samburu,11.7,23.59
2015-11-12,Samburu,11.0,29.03
2015-11-13,Samburu,8.86,29.06
2015-11-14,Samburu,5.72,25.05
2015-11-15,Samburu,9.89,22.13
2015-11-16,Samburu,14.42,23.7
2015-11-17,Samburu,10.36,22.72
2015-11-18,Samburu,12.2,22.94
2015-11-19,Samburu,8.52,30.37
2015-11-20,Samburu,2.23,23.85
2015-11-21,Samburu,11.39,23.08
2015-11-22,Samburu,7.32,25.67
2015-11-23,Samburu,18.39,20.0
2015-11-24,Samburu,12.67,26.74
2015-11-25,Samburu,9.63,21.53
2015-11-26,Samburu,11.74,26.71
2015-11-27,Samburu,10.99,17.71
2015-11-28,Samburu,5.36,16.64
2015-11-29,Samburu,13.06,25.43
2015-11-30,Samburu,13.86,25.0
2015-12-01,Samburu,5.58,19.1
2015-12-02,Samburu,7.53,23.18
2015-12-03,Samburu,3.94,23.38
2015-12-04,Samburu,2.36,23.28
2015-12-05,Samburu,6.46,22.02
2015-12-06,Samburu,2.9,20.7
2015-12-07,Samburu,5.43,23.46
2015-12-08,Samburu,5.59,27.99
2015-12-09,Samburu,5.65,20.76
2015-12-10,Samburu,5.5,26.26
2015-12-11,Samburu,2.76,21.59
2015-12-12,Samburu,2.6,21.83
2015-12-13,Samburu,4.88,22.42
2015-12-14,Samburu,6.35,21.07
2015-12-15,Samburu,1.6,24.91
2015-12-16,Samburu,6.33,19.24
2015-12-17,Samburu,8.71,20.85
2015-12-18,Samburu,5.16,19.1
2015-12-19,Samburu,5.62,23.72
2015-12-20,Samburu,3.71,22.55
2015-12-21,Samburu,4.97,29.37
2015-12-22,Samburu,6.59,25.76
2015-12-23,Samburu,5.03,23.13
2015-12-24,Samburu,7.0,20.05
2015-12-25,Samburu,4.59,22.59
2015-12-26,Samburu,8.54,23.39
2015-12-27,Samburu,3.97,27.09
2015-12-28,Samburu,5.34,24.75
2015-12-29,Samburu,0.4,23.59
2015-12-30,Samburu,6.27,27.47
2015-12-31,Samburu,3.62,27.08
2016-01-01,Samburu,1.29,27.32
2016-01-02,Samburu,2.06,28.89
2016-01-03,Samburu,4.24,20.21
2016-01-04,Samburu,6.86,25.84
2016-01-05,Samburu,4.74,26.66
2016-01-06,Samburu,4.92,22.14
2016-01-07,Samburu,3.06,22.56
2016-01-08,Samburu,7.55,20.43
2016-01-09,Samburu,6.63,27.86
2016-01-10,Samburu,5.37,25.66
2016-01-11,Samburu,2.75,26.1
2016-01-12,Samburu,6.25,26.95
2016-01-13,Samburu,6.6,21.37
2016-01-14,Samburu,4.36,27.7
2016-01-15,Samburu,0.5,28.24
2016-01-16,Samburu,5.56,20.89
2016-01-17,Samburu,4.53,24.64
2016-01-18,Samburu,1.3,25.97
2016-01-19,Samburu,8.12,23.07
2016-01-20,Samburu,7.13,22.37
2016-01-21,Samburu,3.65,26.02
2016-01-22,Samburu,6.54,17.36
2016-01-23,Samburu,4.45,22.15
2016-01-24,Samburu,8.95,25.45
2016-01-25,Samburu,0.52,26.98
2016-01-26,Samburu,7.43,26.69
2016-01-27,Samburu,1.34,20.66
2016-01-28,Samburu,1.21,18.63
2016-01-29,Samburu,7.28,24.74
2016-01-30,Samburu,4.35,24.85
2016-01-31,Samburu,2.86,24.53
2016-02-01,Samburu,5.27,21.5
2016-02-02,Samburu,5.65,24.94
2016-02-03,Samburu,6.0,20.46
2016-02-04,Samburu,4.48,28.45
2016-02-05,Samburu,1.99,22.91
2016-02-06,Samburu,4.28,26.64
2016-02-07,Samburu,0.0,21.03
2016-02-08,Samburu,5.95,25.42
2016-02-09,Samburu,7.69,24.75
2016-02-10,Samburu,2.62,29.46
2016-02-11,Samburu,8.78,24.12
2016-02-12,Samburu,5.78,28.5
2016-02-13,Samburu,5.42,25.08
2016-02-14,Samburu,5.86,24.12
2016-02-15,Samburu,3.29,23.45
2016-02-16,Samburu,2.78,25.87
2016-02-17,Samburu,4.1,17.19
2016-02-18,Samburu,3.49,26.52
2016-02-19,Samburu,6.51,25.75
2016-02-20,Samburu,2.78,21.98
2016-02-21,Samburu,7.95,20.23
2016-02-22,Samburu,4.54,24.84
2016-02-23,Samburu,2.02,25.72
2016-02-24,Samburu,3.65,22.18
2016-02-25,Samburu,4.88,27.26
2016-02-26,Samburu,0.32,28.46
2016-02-27,Samburu,5.71,26.91
2016-02-28,Samburu,4.48,28.0
2016-02-29,Samburu,9.71,25.19
2016-03-01,Samburu,13.61,24.27
2016-03-02,Samburu,14.79,28.34
2016-03-03,Samburu,17.83,22.53
2016-03-04,Samburu,15.68,23.0
2016-03-05,Samburu,14.64,27.96
2016-03-06,Samburu,17.27,24.95
2016-03-07,Samburu,20.84,22.09
2016-03-08,Samburu,21.66,23.07
2016-03-09,Samburu,13.62,25.09
2016-03-10,Samburu,13.57,25.42
2016-03-11,Samburu,10.0,20.42
2016-03-12,Samburu,23.54,27.08
2016-03-13,Samburu,11.85,25.09
2016-03-14,Samburu,7.39,19.52
2016-03-15,Samburu,14.7,22.89
2016-03-16,Samburu,5.19,26.12
2016-03-17,Samburu,12.5,18.38
2016-03-18,Samburu,17.78,23.98
2016-03-19,Samburu,6.44,21.23
2016-03-20,Samburu,9.22,27.15
2016-03-21,Samburu,11.12,27.18
2016-03-22,Samburu,9.09,22.19
2016-03-23,Samburu,18.37,26.61
2016-03-24,Samburu,14.16,22.77
2016-03-25,Samburu,20.9,25.19
2016-03-26,Samburu,16.17,24.96
2016-03-27,Samburu,13.0,25.86
2016-03-28,Samburu,10.78,24.17
2016-03-29,Samburu,9.4,19.89
2016-03-30,Samburu,23.4,21.35
2016-03-31,Samburu,14.81,20.12
2016-04-01,Samburu,18.96,21.07
2016-04-02,Samburu,6.61,21.79
2016-04-03,Samburu,16.98,23.8
2016-04-04,Samburu,19.61,23.19
2016-04-05,Samburu,17.54,27.78
2016-04-06,Samburu,20.44,24.24
2016-04-07,Samburu,15.3,20.23
2016-04-08,Samburu,18.01,22.96
2016-04-09,Samburu,14.88,21.8
2016-04-10,Samburu,12.04,21.15
2016-04-11,Samburu,13.73,22.34
2016-04-12,Samburu,10.94,25.2
2016-04-13,Samburu,13.93,18.89
2016-04-14,Samburu,6.81,28.1
2016-04-15,Samburu,15.96,28.28
2016-04-16,Samburu,20.23,24.57
2016-04-17,Samburu,18.94,26.04
2016-04-18,Samburu,5.73,27.52
2016-04-19,Samburu,15.03,28.88
2016-04-20,Samburu,18.18,26.63
2016-04-21,Samburu,16.05,22.55
2016-04-22,Samburu,19.63,27.05
2016-04-23,Samburu,14.63,20.62
2016-04-24,Samburu,16.01,25.31
2016-04-25,Samburu,22.16,26.54
2016-04-26,Samburu,10.88,19.89
2016-04-27,Samburu,14.54,18.57
2016-04-28,Samburu,16.61,28.75
2016-04-29,Samburu,17.58,23.58
2016-04-30,Samburu,22.4,25.41
2016-05-01,Samburu,4.63,24.34
2016-05-02,Samburu,18.11,29.47
2016-05-03,Samburu,13.91,23.71
2016-05-04,Samburu,15.49,27.56
2016-05-05,Samburu,10.74,19.93
2016-05-06,Samburu,14.43,20.99
2016-05-07,Samburu,14.82,24.04
2016-05-08,Samburu,9.52,25.63
2016-05-09,Samburu,7.11,24.9
2016-05-10,Samburu,15.7,27.37
2016-05-11,Samburu,20.94,20.52
2016-05-12,Samburu,22.26,22.13
2016-05-13,Samburu,14.48,24.75
2016-05-14,Samburu,9.26,26.88
2016-05-15,Samburu,14.33,22.15
2016-05-16,Samburu,13.18,22.27
2016-05-17,Samburu,20.94,25.31
2016-05-18,Samburu,21.44,30.08
2016-05-19,Samburu,17.9,20.47
2016-05-20,Samburu,14.22,28.08
2016-05-21,Samburu,9.08,28.8
2016-05-22,Samburu,8.91,24.96
2016-05-23,Samburu,16.51,24.29
2016-05-24,Samburu,5.95,24.25
2016-05-25,Samburu,7.67,24.67
2016-05-26,Samburu,12.53,23.73
2016-05-27,Samburu,15.61,23.19
2016-05-28,Samburu,27.44,22.38
2016-05-29,Samburu,16.02,20.11
2016-05-30,Samburu,19.13,18.91
2016-05-31,Samburu,15.44,25.62
2016-06-01,Samburu,4.03,21.98
2016-06-02,Samburu,3.72,24.73
2016-06-03,Samburu,3.51,25.5
2016-06-04,Samburu,3.37,28.95
2016-06-05,Samburu,2.11,23.02
2016-06-06,Samburu,7.48,19.33
2016-06-07,Samburu,6.83,21.33
2016-06-08,Samburu,5.77,19.38
2016-06-09,Samburu,6.84,29.78
2016-06-10,Samburu,4.36,28.04
2016-06-11,Samburu,3.74,26.12
2016-06-12,Samburu,9.39,22.93
2016-06-13,Samburu,7.4,23.13
2016-06-14,Samburu,4.89,25.37
2016-06-15,Samburu,3.59,24.2
2016-06-16,Samburu,5.94,23.33
2016-06-17,Samburu,6.88,25.32
2016-06-18,Samburu,4.13,21.28
2016-06-19,Samburu,4.03,24.28
2016-06-20,Samburu,6.12,25.34
2016-06-21,Samburu,5.66,20.11
2016-06-22,Samburu,4.49,21.94
2016-06-23,Samburu,2.44,25.69
2016-06-24,Samburu,1.57,25.75
2016-06-25,Samburu,2.29,26.42
2016-06-26,Samburu,1.09,29.11
2016-06-27,Samburu,4.19,23.24
2016-06-28,Samburu,6.36,22.47
2016-06-29,Samburu,3.88,23.63
2016-06-30,Samburu,2.22,23.16
2016-07-01,Samburu,2.79,23.4
2016-07-02,Samburu,1.2,23.76
2016-07-03,Samburu,6.15,28.59
2016-07-04,Samburu,3.26,23.08
2016-07-05,Samburu,5.77,26.66
2016-07-06,Samburu,3.3,26.94
2016-07-07,Samburu,3.59,20.34
2016-07-08,Samburu,0.09,26.25
2016-07-09,Samburu,5.36,24.08
2016-07-10,Samburu,6.29,22.58
2016-07-11,Samburu,5.76,18.97
2016-07-12,Samburu,6.37,30.04
2016-07-13,Samburu,3.17,23.65
2016-07-14,Samburu,4.56,27.91
2016-07-15,Samburu,4.71,26.75
2016-07-16,Samburu,5.95,32.88
2016-07-17,Samburu,0.0,24.99
2016-07-18,Samburu,5.63,22.89
2016-07-19,Samburu,5.59,21.52
2016-07-20,Samburu,2.89,21.96
2016-07-21,Samburu,4.86,25.54
2016-07-22,Samburu,7.41,17.72
2016-07-23,Samburu,5.71,24.73
2016-07-24,Samburu,0.81,20.06
2016-07-25,Samburu,7.53,21.71
2016-07-26,Samburu,3.48,28.89
2016-07-27,Samburu,3.64,19.87
2016-07-28,Samburu,4.92,19.69
2016-07-29,Samburu,6.0,22.56
2016-07-30,Samburu,5.73,22.61
2016-07-31,Samburu,2.84,24.28
2016-08-01,Samburu,3.98,24.0
2016-08-02,Samburu,5.95,23.36
2016-08-03,Samburu,7.14,21.81
2016-08-04,Samburu,0.0,30.82
2016-08-05,Samburu,6.63,21.1
2016-08-06,Samburu,7.12,24.98
2016-08-07,Samburu,6.18,29.48
2016-08-08,Samburu,8.52,24.01
2016-08-09,Samburu,4.22,27.69
2016-08-10,Samburu,4.88,28.11
2016-08-11,Samburu,5.4,20.61
2016-08-12,Samburu,6.2,27.29
2016-08-13,Samburu,2.06,22.72
2016-08-14,Samburu,6.85,25.57
2016-08-15,Samburu,7.47,23.95
2016-08-16,Samburu,6.44,26.83
2016-08-17,Samburu,5.82,23.37
2016-08-18,Samburu,3.92,20.54
2016-08-19,Samburu,7.69,24.19
2016-08-20,Samburu,6.11,23.61
2016-08-21,Samburu,4.51,20.48
2016-08-22,Samburu,2.56,26.53
2016-08-23,Samburu,6.59,22.62
2016-08-24,Samburu,0.22,28.29
2016-08-25,Samburu,4.9,23.21
2016-08-26,Samburu,9.89,18.04
2016-08-27,Samburu,2.71,27.7
2016-08-28,Samburu,2.01,23.61
2016-08-29,Samburu,7.09,28.64
2016-08-30,Samburu,6.65,22.96
2016-08-31,Samburu,3.42,23.27
2016-09-01,Samburu,5.21,22.35
2016-09-02,Samburu,5.81,29.64
2016-09-03,Samburu,4.85,26.56
2016-09-04,Samburu,4.37,24.9
2016-09-05,Samburu,9.75,20.36
2016-09-06,Samburu,2.65,27.85
2016-09-07,Samburu,4.76,21.83
2016-09-08,Samburu,1.62,25.16
2016-09-09,Samburu,5.18,23.99
2016-09-10,Samburu,2.79,24.52
2016-09-11,Samburu,3.41,23.76
2016-09-12,Samburu,5.33,27.99
2016-09-13,Samburu,2.8,20.44
2016-09-14,Samburu,5.09,25.8
2016-09-15,Samburu,3.18,22.8
2016-09-16,Samburu,5.71,24.16
2016-09-17,Samburu,9.06,21.52
2016-09-18,Samburu,1.48,21.06
2016-09-19,Samburu,7.59,24.92
2016-09-20,Samburu,5.85,30.77
2016-09-21,Samburu,3.07,21.63
2016-09-22,Samburu,4.35,16.19
2016-09-23,Samburu,3.39,18.48
2016-09-24,Samburu,6.8,22.0
2016-09-25,Samburu,6.63,20.77
2016-09-26,Samburu,4.82,22.61
2016-09-27,Samburu,7.91,25.22
2016-09-28,Samburu,4.34,25.62
2016-09-29,Samburu,5.55,24.08
2016-09-30,Samburu,10.43,23.76
2016-10-01,Samburu,14.68,21.82
2015-01-01,Trans Nzoia,6.47,20.83
2015-01-02,Trans Nzoia,3.63,26.29
2015-01-03,Trans Nzoia,4.88,27.09
2015-01-04,Trans Nzoia,7.25,19.27
2015-01-05,Trans Nzoia,3.06,25.98
2015-01-06,Trans Nzoia,5.43,21.92
2015-01-07,Trans Nzoia,6.1,24.94
2015-01-08,Trans Nzoia,9.16,21.15
2015-01-09,Trans Nzoia,3.35,26.17
2015-01-10,Trans Nzoia,6.35,21.19
2015-01-11,Trans Nzoia,2.73,22.88
2015-01-12,Trans Nzoia,6.24,23.43
2015-01-13,Trans Nzoia,3.74,23.99
2015-01-14,Trans Nzoia,4.65,23.98
2015-01-15,Trans Nzoia,5.42,21.07
2015-01-16,Trans Nzoia,3.91,25.06
2015-01-17,Trans Nzoia,4.78,27.52
2015-01-18,Trans Nzoia,4.81,17.56
2015-01-19,Trans Nzoia,3.01,19.26
2015-01-20,Trans Nzoia,7.52,24.38
2015-01-21,Trans Nzoia,8.31,25.12
2015-01-22,Trans Nzoia,5.14,23.39
2015-01-23,Trans Nzoia,7.75,22.96
2015-01-24,Trans Nzoia,4.24,23.68
2015-01-25,Trans Nzoia,8.06,24.8
2015-01-26,Trans Nzoia,3.32,31.13
2015-01-27,Trans Nzoia,6.32,21.42
2015-01-28,Trans Nzoia,8.88,24.77
2015-01-29,Trans Nzoia,5.64,25.4
2015-01-30,Trans Nzoia,5.31,22.82
2015-01-31,Trans Nzoia,8.69,23.46
2015-02-01,Trans Nzoia,8.33,26.31
2015-02-02,Trans Nzoia,4.89,26.07
2015-02-03,Trans Nzoia,3.94,24.0
2015-02-04,Trans Nzoia,4.74,15.92
2015-02-05,Trans Nzoia,4.43,21.84
2015-02-06,Trans Nzoia,5.45,22.17
2015-02-07,Trans Nzoia,3.78,15.78
2015-02-08,Trans Nzoia,0.84,26.24
2015-02-09,Trans Nzoia,7.43,28.57
2015-02-10,Trans Nzoia,6.3,25.77
2015-02-11,Trans Nzoia,4.5,26.16
2015-02-12,Trans Nzoia,4.78,26.15
2015-02-13,Trans Nzoia,4.14,27.92
2015-02-14,Trans Nzoia,4.56,24.25
2015-02-15,Trans Nzoia,5.88,22.98
2015-02-16,Trans Nzoia,2.03,24.2
2015-02-17,Trans Nzoia,10.18,21.03
2015-02-18,Trans Nzoia,4.93,27.52
2015-02-19,Trans Nzoia,6.58,27.47
2015-02-20,Trans Nzoia,4.74,23.44
2015-02-21,Trans Nzoia,4.15,23.91
2015-02-22,Trans Nzoia,4.32,21.8
2015-02-23,Trans Nzoia,4.28,29.33
2015-02-24,Trans Nzoia,4.85,26.38
2015-02-25,Trans Nzoia,5.11,21.37
2015-02-26,Trans Nzoia,5.79,25.14
2015-02-27,Trans Nzoia,4.28,21.44
2015-02-28,Trans Nzoia,8.19,24.21
2015-03-01,Trans Nzoia,11.01,27.64
2015-03-02,Trans Nzoia,18.74,26.23
2015-03-03,Trans Nzoia,16.08,26.94
2015-03-04,Trans Nzoia,14.12,25.69
2015-03-05,Trans Nzoia,14.45,26.01
2015-03-06,Trans Nzoia,16.25,26.44
2015-03-07,Trans Nzoia,15.95,24.31
2015-03-08,Trans Nzoia,16.21,26.35
2015-03-09,Trans Nzoia,4.91,23.54
2015-03-10,Trans Nzoia,11.94,26.04
2015-03-11,Trans Nzoia,7.02,21.4
2015-03-12,Trans Nzoia,15.86,23.22
2015-03-13,Trans Nzoia,18.27,27.13
2015-03-14,Trans Nzoia,10.5,19.82
2015-03-15,Trans Nzoia,14.99,23.84
2015-03-16,Trans Nzoia,10.47,22.64
2015-03-17,Trans Nzoia,11.42,25.17
2015-03-18,Trans Nzoia,10.58,26.71
2015-03-19,Trans Nzoia,15.07,22.95
2015-03-20,Trans Nzoia,22.09,26.54
2015-03-21,Trans Nzoia,20.07,27.66
2015-03-22,Trans Nzoia,20.57,27.65
2015-03-23,Trans Nzoia,20.45,20.82
2015-03-24,Trans Nzoia,10.73,30.86
2015-03-25,Trans Nzoia,17.06,25.79
2015-03-26,Trans Nzoia,16.21,26.9
2015-03-27,Trans Nzoia,14.32,22.76
2015-03-28,Trans Nzoia,6.15,26.93
2015-03-29,Trans Nzoia,11.89,19.98
2015-03-30,Trans Nzoia,7.43,23.59
2015-03-31,Trans Nzoia,18.46,25.37
2015-04-01,Trans Nzoia,14.86,22.05
2015-04-02,Trans Nzoia,14.47,28.8
2015-04-03,Trans Nzoia,21.42,24.12
2015-04-04,Trans Nzoia,17.75,19.83
2015-04-05,Trans Nzoia,23.89,25.75
2015-04-06,Trans Nzoia,15.18,22.1
2015-04-07,Trans Nzoia,21.18,30.84
2015-04-08,Trans Nzoia,14.06,22.0
2015-04-09,Trans Nzoia,7.48,26.93
2015-04-10,Trans Nzoia,17.32,27.16
2015-04-11,Trans Nzoia,17.43,21.28
2015-04-12,Trans Nzoia,13.03,25.31
2015-04-13,Trans Nzoia,10.38,19.87
2015-04-14,Trans Nzoia,21.24,25.34
2015-04-15,Trans Nzoia,20.59,23.93
2015-04-16,Trans Nzoia,17.88,22.14
2015-04-17,Trans Nzoia,14.23,22.95
2015-04-18,Trans Nzoia,17.04,26.98
2015-04-19,Trans Nzoia,11.87,21.47
2015-04-20,Trans Nzoia,11.85,23.98
2015-04-21,Trans Nzoia,13.38,25.21
2015-04-22,Trans Nzoia,24.3,24.22
2015-04-23,Trans Nzoia,21.19,22.19
2015-04-24,Trans Nzoia,13.83,24.03
2015-04-25,Trans Nzoia,18.29,19.54
2015-04-26,Trans Nzoia,12.66,23.39
2015-04-27,Trans Nzoia,21.18,21.54
2015-04-28,Trans Nzoia,20.42,26.29
2015-04-29,Trans Nzoia,20.99,24.79
2015-04-30,Trans Nzoia,14.34,21.8
2015-05-01,Trans Nzoia,8.15,24.63
2015-05-02,Trans Nzoia,14.52,23.29
2015-05-03,Trans Nzoia,19.67,23.07
2015-05-04,Trans Nzoia,10.56,20.19
2015-05-05,Trans Nzoia,0.0,24.51
2015-05-06,Trans Nzoia,8.26,21.59
2015-05-07,Trans Nzoia,15.01,28.7
2015-05-08,Trans Nzoia,23.88,24.93
2015-05-09,Trans Nzoia,17.06,24.14
2015-05-10,Trans Nzoia,7.64,23.95
2015-05-11,Trans Nzoia,20.95,23.81
2015-05-12,Trans Nzoia,16.05,23.59
2015-05-13,Trans Nzoia,16.85,29.95
2015-05-14,Trans Nzoia,17.15,18.71
2015-05-15,Trans Nzoia,11.13,21.66
2015-05-16,Trans Nzoia,11.73,26.25
2015-05-17,Trans Nzoia,15.07,24.87
2015-05-18,Trans Nzoia,8.74,22.88
2015-05-19,Trans Nzoia,10.74,23.0
2015-05-20,Trans Nzoia,24.38,30.64
2015-05-21,Trans Nzoia,23.0,29.1
2015-05-22,Trans Nzoia,13.17,26.48
2015-05-23,Trans Nzoia,15.37,21.49
2015-05-24,Trans Nzoia,22.9,26.86
2015-05-25,Trans Nzoia,7.13,26.48
2015-05-26,Trans Nzoia,17.75,23.0
2015-05-27,Trans Nzoia,23.96,24.83
2015-05-28,Trans Nzoia,13.59,26.28
2015-05-29,Trans Nzoia,19.67,19.72
2015-05-30,Trans Nzoia,6.09,26.45
2015-05-31,Trans Nzoia,14.96,18.38
2015-06-01,Trans Nzoia,4.32,26.31
2015-06-02,Trans Nzoia,5.68,21.57
2015-06-03,Trans Nzoia,6.4,25.47
2015-06-04,Trans Nzoia,6.42,24.24
2015-06-05,Trans Nzoia,1.44,26.94
2015-06-06,Trans Nzoia,5.78,30.02
2015-06-07,Trans Nzoia,5.66,21.58
2015-06-08,Trans Nzoia,1.23,18.02
2015-06-09,Trans Nzoia,6.69,28.83
2015-06-10,Trans Nzoia,6.82,25.0
2015-06-11,Trans Nzoia,7.22,27.05
2015-06-12,Trans Nzoia,4.5,17.72
2015-06-13,Trans Nzoia,8.21,22.8
2015-06-14,Trans Nzoia,7.38,20.74
2015-06-15,Trans Nzoia,2.93,29.39
2015-06-16,Trans Nzoia,2.77,21.2
2015-06-17,Trans Nzoia,3.85,23.26
2015-06-18,Trans Nzoia,7.78,24.24
2015-06-19,Trans Nzoia,2.75,22.91
2015-06-20,Trans Nzoia,3.56,23.62
2015-06-21,Trans Nzoia,3.71,24.8
2015-06-22,Trans Nzoia,7.12,27.55
2015-06-23,Trans Nzoia,3.09,23.83
2015-06-24,Trans Nzoia,6.93,25.79
